25558575, satellitedata, ??, 5.5, 25.55, 85.75, 44.0
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
1/1/2009,14:00,0,0,360.0,?,0,269.0,?,0,234.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.5927,?,0,3.51308,?,0,0,?,0,1006.62,?,0,5.96288951287,?,0,1.37164,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,15:00,0,0,194.0,?,0,109.0,?,0,160.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,24.1936,?,0,5.3249,?,0,0,?,0,1006.47,?,0,7.20754710786,?,0,1.75474,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,16:00,0,0,37.0,?,0,0.0,?,0,37.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,20.8668,?,0,5.71921,?,0,0,?,0,1006.84,?,0,7.8959205472,?,0,2.23195,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,17:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.671,?,0,5.74934,?,0,0,?,0,1007.6,?,0,4.16810152006,?,0,2.60692,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,18:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.8137,?,0,5.19632,?,0,0,?,0,1008.57,?,0,357.975366349,?,0,2.86053,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,19:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,17.9371,?,0,5.84771,?,0,0,?,0,1009.13,?,0,351.434888301,?,0,3.0347,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,20:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,17.0662,?,0,5.32964,?,0,0,?,0,1009.58,?,0,349.225918513,?,0,3.11205,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,21:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,16.2676,?,0,5.54849,?,0,0,?,0,1009.8,?,0,348.14969351,?,0,3.07581,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,22:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,15.5698,?,0,5.31351,?,0,0,?,0,1009.84,?,0,346.930619165,?,0,2.98632,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2009,23:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.8751,?,0,5.48408,?,0,0,?,0,1009.39,?,0,346.006164172,?,0,2.84823,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,00:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.2425,?,0,5.32522,?,0,0,?,0,1009.27,?,0,345.269548928,?,0,2.73777,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,01:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.6248,?,0,5.2677,?,0,0,?,0,1009.4,?,0,343.265913561,?,0,2.64623,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,02:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.0533,?,0,5.34776,?,0,0,?,0,1009.47,?,0,337.982655242,?,0,2.52001,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,03:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,12.642,?,0,5.66034,?,0,0,?,0,1009.47,?,0,332.876189687,?,0,2.31265,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,04:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,12.5454,?,0,6.46023,?,0,0,?,0,1010.0,?,0,330.083681885,?,0,2.00842,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,05:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,12.6859,?,0,7.44633,?,0,0,?,0,1010.32,?,0,330.473457054,?,0,1.74835,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,06:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.1174,?,0,7.49258,?,0,0,?,0,1011.13,?,0,334.14214459,?,0,1.62238,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,07:00,0,0,67.0,?,0,2.0,?,0,67.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.6688,?,0,4.25732,?,0,0,?,0,1011.85,?,0,341.283224207,?,0,1.40165,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,08:00,0,0,169.0,?,0,17.0,?,0,163.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.0309,?,0,4.39674,?,0,0,?,0,1012.76,?,0,350.50563743,?,0,1.06658,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,09:00,0,0,247.0,?,0,21.0,?,0,236.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,22.4714,?,0,3.26173,?,0,0,?,0,1012.61,?,0,340.122965089,?,0,1.1545,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,10:00,0,0,269.0,?,0,15.0,?,0,260.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,25.9229,?,0,1.45533,?,0,0,?,0,1011.71,?,0,332.025505407,?,0,1.21032,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,11:00,0,0,298.0,?,0,23.0,?,0,283.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,27.2004,?,0,0.956378,?,0,0,?,0,1011.03,?,0,333.639889073,?,0,1.21579,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,12:00,0,0,453.0,?,0,166.0,?,0,345.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,27.5035,?,0,0.492453,?,0,0,?,0,1010.12,?,0,339.932423797,?,0,1.22677,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,13:00,0,0,486.0,?,0,325.0,?,0,295.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,27.0383,?,0,0.145034,?,0,0,?,0,1009.63,?,0,349.004161267,?,0,1.23084,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,14:00,0,0,356.0,?,0,255.0,?,0,236.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,25.7218,?,0,-0.209542,?,0,0,?,0,1009.19,?,0,0.662264768172,?,0,1.36892,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,15:00,0,0,191.0,?,0,99.0,?,0,160.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,23.1432,?,0,2.37783,?,0,0,?,0,1009.11,?,0,10.6898473589,?,0,1.71891,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,16:00,0,0,35.0,?,0,0.0,?,0,35.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.734,?,0,3.28752,?,0,0,?,0,1009.61,?,0,12.4458899671,?,0,2.2021,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,17:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.5971,?,0,3.59005,?,0,0,?,0,1010.53,?,0,6.41177288732,?,0,2.51443,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,18:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,17.7937,?,0,4.11993,?,0,0,?,0,1011.16,?,0,357.500377635,?,0,2.7101,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,19:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,16.8638,?,0,4.23645,?,0,0,?,0,1011.88,?,0,350.962525816,?,0,2.80166,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,20:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,15.9783,?,0,4.43197,?,0,0,?,0,1012.28,?,0,346.878896657,?,0,2.81743,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,21:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,15.303,?,0,4.92848,?,0,0,?,0,1012.37,?,0,345.408851733,?,0,2.70971,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,22:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.7149,?,0,5.22452,?,0,0,?,0,1011.97,?,0,345.568876871,?,0,2.56215,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/2/2009,23:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.2128,?,0,5.45264,?,0,0,?,0,1011.31,?,0,345.198564883,?,0,2.42429,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,00:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.7641,?,0,5.54766,?,0,0,?,0,1011.11,?,0,343.689215786,?,0,2.30378,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,01:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.3926,?,0,5.85191,?,0,0,?,0,1010.77,?,0,339.308402418,?,0,2.16704,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,02:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.1603,?,0,6.37429,?,0,0,?,0,1010.45,?,0,333.870318376,?,0,1.99306,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,03:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.0448,?,0,6.9913,?,0,0,?,0,1010.42,?,0,331.265540882,?,0,1.81483,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,04:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.1619,?,0,7.79195,?,0,0,?,0,1010.53,?,0,331.878072098,?,0,1.61083,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,05:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.0675,?,0,8.03622,?,0,0,?,0,1011.13,?,0,337.664729943,?,0,1.40445,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,06:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.4048,?,0,8.39171,?,0,0,?,0,1011.72,?,0,350.575615273,?,0,1.29159,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,07:00,0,0,62.0,?,0,0.0,?,0,62.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.38,?,0,3.7279,?,0,0,?,0,1012.52,?,0,7.9883047899,?,0,1.24505,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,08:00,0,0,141.0,?,0,5.0,?,0,139.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,17.6338,?,0,3.69291,?,0,0,?,0,1013.16,?,0,22.3548322969,?,0,1.02734,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,09:00,0,0,229.0,?,0,14.0,?,0,222.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,22.7577,?,0,1.50071,?,0,0,?,0,1013.17,?,0,18.0185345477,?,0,0.944238,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,10:00,0,0,339.0,?,0,70.0,?,0,296.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,25.1581,?,0,0.896368,?,0,0,?,0,1012.39,?,0,19.8690884716,?,0,0.988401,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,11:00,0,0,532.0,?,0,274.0,?,0,351.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.3101,?,0,0.643373,?,0,0,?,0,1011.35,?,0,22.1800539457,?,0,1.13563,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,12:00,0,0,560.0,?,0,379.0,?,0,312.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.6605,?,0,0.466957,?,0,0,?,0,1010.23,?,0,24.1618311163,?,0,1.27185,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,13:00,0,0,482.0,?,0,338.0,?,0,283.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.2483,?,0,0.417663,?,0,0,?,0,1009.6,?,0,22.6008127491,?,0,1.33331,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,14:00,0,0,352.0,?,0,241.0,?,0,238.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,24.9915,?,0,0.45048,?,0,0,?,0,1009.03,?,0,15.2459995262,?,0,1.36817,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,15:00,0,0,194.0,?,0,103.0,?,0,162.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,22.5216,?,0,3.61119,?,0,0,?,0,1008.9,?,0,5.01940241373,?,0,1.36018,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,16:00,0,0,37.0,?,0,0.0,?,0,37.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.2694,?,0,4.55247,?,0,0,?,0,1009.0,?,0,352.849142645,?,0,1.42953,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,17:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.4157,?,0,4.45945,?,0,0,?,0,1009.78,?,0,340.707577795,?,0,1.53721,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,18:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.3851,?,0,5.92252,?,0,0,?,0,1010.36,?,0,334.528187314,?,0,1.66318,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,19:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.0608,?,0,6.76353,?,0,0,?,0,1010.81,?,0,334.334648442,?,0,1.76988,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,20:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,17.2907,?,0,5.98815,?,0,0,?,0,1010.97,?,0,339.532291355,?,0,1.89119,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,21:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,16.3952,?,0,5.62521,?,0,0,?,0,1011.09,?,0,344.147834639,?,0,2.05931,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,22:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,15.5934,?,0,4.88152,?,0,0,?,0,1010.49,?,0,346.228475596,?,0,2.16928,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/3/2009,23:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.8728,?,0,5.17447,?,0,0,?,0,1009.84,?,0,345.623751303,?,0,2.21292,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/4/2009,00:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,14.2315,?,0,4.80613,?,0,0,?,0,1009.48,?,0,342.886643822,?,0,2.21382,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/4/2009,01:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.5791,?,0,5.00861,?,0,0,?,0,1009.45,?,0,337.725731339,?,0,2.21891,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/4/2009,02:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.2669,?,0,5.25987,?,0,0,?,0,1008.85,?,0,335.808753713,?,0,2.05635,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/4/2009,03:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.338,?,0,6.36418,?,0,0,?,0,1008.45,?,0,340.686648415,?,0,1.78904,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/4/2009,04:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,13.3579,?,0,7.10947,?,0,0,?,0,1008.78,?,0,349.643450207,?,0,1.57864,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
